#Node1	Node2
YHL033C	YPR016C
YHL033C	YPR143W
YHL034C	YIL018W
YHL034C	YIL070C
YHL034C	YJR145C
YHL034C	YKL185W
YHL034C	YLL045C
YHL034C	YLR432W
YHL034C	YMR142C
YHL034C	YNL183C
YHL034C	YNL255C
YHL034C	YOR312C
YHL034C	YPL090C
YHL034C	YPL198W
YHL034C	YPR032W
YHL034C	YPR080W
YHL040C	YLL039C
YHR001W	YHR087W
YHR001W	YKL212W
YHR001W	YPR173C
YHR005CA	YJL054W
YHR005CA	YKL141W
YHR005CA	YKL195W
YHR005CA	YOR297C
YHR005C	YHR194W
YHR005C	YIL033C
YHR005C	YIL046W
YHR005C	YJL080C
YHR005C	YJL197W
YHR005C	YJR086W
YHR005C	YLL039C
YHR005C	YLR240W
YHR005C	YLR452C
YHR005C	YML104C
YHR005C	YMR069W
YHR005C	YNL119W
YHR005C	YOR107W
YHR005C	YOR212W
YHR005C	YOR301W
YHR005C	YPR141C
YHR006W	YJR090C
YHR007C	YHR072W
YHR007C	YHR190W
YHR007C	YLR056W
YHR007C	YLR100W
YHR007C	YML008C
YHR007C	YMR202W
YHR007C	YNL280C
YHR008C	YOL016C
YHR010W	YHR066W
YHR010W	YHR197W
YHR010W	YKL009W
YHR010W	YKL014C
YHR010W	YLR150W
YHR010W	YMR031C
YHR010W	YMR086W
YHR010W	YNL124W
YHR010W	YNL255C
YHR012W	YJL053W
YHR012W	YJL154C
YHR012W	YJL187C
YHR012W	YML001W
YHR012W	YOR069W
YHR012W	YOR132W
YHR013C	YJL191W
YHR013C	YNL178W
YHR013C	YNL207W
YHR013C	YOL127W
YHR013C	YOR063W
YHR013C	YOR253W
YHR014W	YMR001C
YHR014W	YPL204W
YHR015W	YMR001C
YHR015W	YPL169C
YHR016C	YIL095W
YHR016C	YJR083C
YHR016C	YLR144C
YHR016C	YMR192W
YHR016C	YNL073W
YHR016C	YOR042W
YHR016C	YOR181W
YHR016C	YPR171W
YHR019C	YKL198C
YHR020W	YNL255C
YHR021C	YNL207W
YHR023W	YKL179C
YHR023W	YLL021W
YHR023W	YNL166C
YHR023W	YNL272C
YHR023W	YOL069W
YHR023W	YOR035C
YHR023W	YPL242C
YHR023W	YPR188C
YHR024C	YLR163C
YHR026W	YOR270C
YHR026W	YPL234C
YHR027C	YHR193C
YHR027C	YHR200W
YHR027C	YIL075C
YHR027C	YKL010C
YHR027C	YKL014C
YHR027C	YKL145W
YHR027C	YKL171W
YHR027C	YLL039C
YHR027C	YLR421C
YHR027C	YML088W
YHR027C	YML092C
YHR027C	YMR001C
YHR027C	YMR276W
YHR027C	YMR314W
YHR027C	YNL244C
YHR027C	YOR117W
YHR027C	YOR259C
YHR027C	YOR261C
YHR027C	YOR362C
YHR027C	YPR108W
YHR030C	YHR084W
YHR030C	YHR102W
YHR030C	YJL001W
YHR030C	YJL066C
YHR030C	YJL095W
YHR030C	YJL148W
YHR030C	YKL181W
YHR030C	YKR026C
YHR030C	YLL021W
YHR030C	YLR096W
YHR030C	YLR175W
YHR030C	YLR187W
YHR030C	YLR418C
YHR030C	YMR116C
YHR030C	YMR276W
YHR030C	YNR031C
YHR030C	YOL123W
YHR030C	YOL145C
YHR030C	YOR123C
YHR030C	YOR290C
YHR030C	YOR353C
YHR030C	YPL049C
YHR030C	YPL077C
YHR030C	YPL106C
YHR030C	YPL240C
YHR030C	YPR047W
YHR030C	YPR088C
YHR031C	YKL054C
YHR031C	YNL261W
YHR031C	YNL262W
YHR033W	YHR082C
YHR033W	YOR351C
YHR034C	YLR323C
YHR034C	YOR310C
YHR034C	YPL146C
YHR034C	YPL193W
YHR034C	YPL235W
YHR034C	YPL240C
YHR034C	YPR137W
YHR039CA	YJR033C
YHR039CA	YKL080W
YHR039CA	YLR447C
YHR039CA	YMR054W
YHR039CA	YOR270C
YHR039CA	YOR332W
YHR039CA	YPR036W
YHR041C	YHR058C
YHR041C	YIL021W
YHR041C	YKR062W
YHR041C	YLR071C
YHR041C	YNL030W
YHR041C	YNR010W
YHR041C	YOL051W
YHR041C	YOL135C
YHR041C	YPL248C
YHR041C	YPR056W
YHR041C	YPR086W
YHR042W	YLR166C
YHR043C	YPL204W
YHR049W	YLR096W
YHR052W	YHR197W
YHR052W	YIR026C
YHR052W	YJL095W
YHR052W	YJL122W
YHR052W	YKL009W
YHR052W	YKL014C
YHR052W	YKL021C
YHR052W	YKL145W
YHR052W	YKR081C
YHR052W	YLR009W
YHR052W	YML065W
YHR052W	YMR047C
YHR052W	YNL110C
YHR052W	YNL112W
YHR052W	YNL227C
YHR052W	YOL038W
YHR052W	YOR061W
YHR052W	YOR267C
YHR052W	YOR272W
YHR052W	YPL093W
YHR052W	YPL131W
YHR052W	YPL141C
YHR052W	YPR016C
YHR052W	YPR103W
YHR055C	YJL057C
YHR056C	YIL126W
YHR056C	YLR357W
YHR056C	YMR091C
YHR056C	YNL030W
YHR056C	YNL031C
YHR056C	YPL082C
YHR058C	YIL021W
YHR058C	YLR071C
YHR058C	YLR223C
YHR058C	YNR010W
YHR058C	YOL051W
YHR058C	YOL135C
YHR058C	YOR174W
YHR058C	YPL082C
YHR058C	YPL248C
YHR058C	YPR168W
YHR060W	YKL119C
YHR060W	YOR270C
YHR061C	YHR107C
YHR061C	YJR053W
YHR061C	YJR076C
YHR061C	YLR229C
YHR061C	YML064C
YHR061C	YMR055C
YHR062C	YIR015W
YHR062C	YLR145W
YHR062C	YNL221C
YHR062C	YNL282W
YHR065C	YJR002W
YHR066W	YHR088W
YHR066W	YIL133C
YHR066W	YKL009W
YHR066W	YKL021C
YHR066W	YKL082C
YHR066W	YKL172W
YHR066W	YKL180W
YHR066W	YKR063C
YHR066W	YKR081C
YHR066W	YLL008W
YHR066W	YLR002C
YHR066W	YLR009W
YHR066W	YLR075W
YHR066W	YLR276C
YHR066W	YLR325C
YHR066W	YMR049C
YHR066W	YMR290C
YHR066W	YNL002C
YHR066W	YNL061W
YHR066W	YOL077C
YHR066W	YOR063W
YHR066W	YOR272W
YHR066W	YPL043W
YHR066W	YPL093W
YHR066W	YPL131W
YHR066W	YPL211W
YHR066W	YPL220W
YHR066W	YPR016C
YHR066W	YPR143W
YHR067W	YKL117W
YHR067W	YML091C
YHR069C	YHR081W
YHR069C	YNL232W
YHR069C	YNL251C
YHR069C	YNR024W
YHR069C	YOL021C
YHR069C	YOR001W
YHR069C	YOR076C
YHR071W	YLL039C
YHR072WA	SNR30
YHR072WA	YHR089C
YHR072WA	YIL104C
YHR072WA	YLR175W
YHR072WA	YNL124W
YHR072W	YLR056W
YHR072W	YLR100W
YHR072W	YML008C
YHR072W	YMR015C
YHR072W	YNL280C
YHR073W	YHR152W
YHR073W	YKL212W
YHR074W	YPL204W
YHR076W	YJL076W
YHR076W	YMR079W
YHR077C	YMR080C
YHR077C	YOL123W
YHR077C	YOR076C
YHR079CA	YNL312W
YHR079CA	YPL121C
YHR079C	YJL034W
YHR079C	YMR297W
YHR079C	YOL148C
YHR081W	YLR197W
YHR081W	YNL232W
YHR081W	YNR024W
YHR081W	YOL021C
YHR081W	YOR001W
YHR081W	YOR310C
YHR082C	YHR099W
YHR082C	YHR186C
YHR082C	YJL092W
YHR082C	YJR066W
YHR082C	YKL161C
YHR082C	YLR055C
YHR082C	YLR096W
YHR082C	YLR258W
YHR082C	YML025C
YHR082C	YML062C
YHR082C	YMR205C
YHR082C	YNL006W
YHR082C	YOR141C
YHR082C	YPL180W
YHR082C	YPL203W
YHR083W	YJR045C
YHR083W	YKR016W
YHR083W	YMR060C
YHR083W	YMR203W
YHR083W	YNL026W
YHR083W	YNL055C
YHR083W	YNL070W
YHR083W	YNL131W
YHR083W	YNR017W
YHR083W	YOL009C
YHR083W	YOL026C
YHR083W	YPR133WA
YHR084W	YKL161C
YHR084W	YLR180W
YHR084W	YLR441C
YHR084W	YML063W
YHR084W	YML065W
YHR084W	YMR043W
YHR084W	YMR164C
YHR084W	YMR308C
YHR084W	YNL064C
YHR084W	YPL049C
YHR084W	YPL220W
YHR084W	YPR080W
YHR085W	YHR197W
YHR085W	YLL004W
YHR085W	YLR106C
YHR085W	YPL093W
YHR086W	YIL061C
YHR086W	YJR021C
YHR086W	YKL012W
YHR086W	YKL074C
YHR086W	YLL036C
YHR086W	YLR116W
YHR086W	YLR147C
YHR086W	YLR275W
YHR086W	YML046W
YHR086W	YOR308C
YHR086W	YPL213W
YHR087W	YJL080C
YHR087W	YKL016C
YHR087W	YOL016C
YHR087W	YOL139C
YHR087W	YOR027W
YHR088W	YJR132W
YHR088W	YKL021C
YHR088W	YLR347C
YHR088W	YOR267C
YHR088W	YPL093W
YHR088W	YPL125W
YHR088W	YPR016C
YHR088W	YPR143W
YHR089C	SNR10
YHR089C	SNR128
YHR089C	SNR17A
YHR089C	SNR17B
YHR089C	SNR30
YHR089C	SNR35
YHR089C	SNR37
YHR089C	SNR4
YHR089C	SNR84
YHR089C	YIL104C
YHR089C	YJL010C
YHR089C	YLR175W
YHR089C	YML026C
YHR089C	YMR239C
YHR089C	YNL016W
YHR089C	YNL030W
YHR089C	YNL124W
YHR089C	YNL255C
YHR089C	YOL010W
YHR089C	YPL081W
YHR089C	YPR080W
YHR090C	YHR099W
YHR090C	YJL081C
YHR090C	YNL031C
YHR090C	YNL107W
YHR090C	YNL136W
YHR090C	YOR244W
YHR090C	YPR023C
YHR097C	YLR377C
YHR097C	YMR001C
YHR098C	YLR026C
YHR098C	YPR181C
YHR099W	YJL056C
YHR099W	YJL081C
YHR099W	YJL098W
YHR099W	YJR060W
YHR099W	YJR082C
YHR099W	YKL062W
YHR099W	YKL109W
YHR099W	YLR055C
YHR099W	YLR403W
YHR099W	YMR043W
YHR099W	YMR223W
YHR099W	YMR236W
YHR099W	YNL068C
YHR099W	YNL107W
YHR099W	YNL136W
YHR099W	YNL216W
YHR099W	YOL012C
YHR099W	YOL051W
YHR099W	YOL083W
YHR099W	YOL148C
YHR099W	YOR244W
YHR099W	YPL047W
YHR099W	YPL082C
YHR099W	YPL248C
YHR099W	YPL254W
YHR099W	YPR023C
YHR101C	YMR200W
YHR102W	YIL129C
YHR102W	YJL008C
YHR102W	YKL189W
YHR102W	YLR180W
YHR102W	YLR368W
YHR102W	YMR186W
YHR102W	YOR257W
YHR102W	YOR353C
YHR104W	YOL016C
YHR104W	YOL045W
YHR105W	YIL004C
YHR105W	YLR078C
YHR105W	YML038C
YHR105W	YML116W
YHR105W	YNL204C
YHR105W	YNL263C
YHR105W	YOR034C
YHR105W	YOR036W
YHR105W	YOR292C
YHR105W	YPL246C
YHR107C	YJR076C
YHR107C	YKL101W
YHR107C	YLR314C
YHR107C	YMR001C
YHR107C	YNL078W
YHR107C	YNL166C
YHR107C	YPL153C
YHR108W	YJL207C
YHR108W	YJR125C
YHR108W	YKL135C
YHR108W	YKR094C
YHR108W	YLL039C
YHR108W	YLR167W
YHR108W	YLR170C
YHR108W	YNL267W
YHR110W	YML012W
YHR111W	YHR186C
YHR111W	YNL119W
YHR111W	YOR251C
YHR113W	YOL082W
YHR114W	YMR109W
YHR114W	YOR181W
YHR115C	YLR215C
YHR117W	YNL121C
YHR117W	YPL240C
YHR118C	YJL092W
YHR118C	YJR046W
YHR118C	YLL004W
YHR118C	YLR002C
YHR118C	YML065W
YHR118C	YMR036C
YHR118C	YNL261W
YHR118C	YPL001W
YHR118C	YPL008W
YHR118C	YPR018W
YHR118C	YPR162C
YHR119W	YIL069C
YHR119W	YIL112W
YHR119W	YIL133C
YHR119W	YIL142W
YHR119W	YJL008C
YHR119W	YJL014W
YHR119W	YJL111W
YHR119W	YJR119C
YHR119W	YKL018W
YHR119W	YLR015W
YHR119W	YLR288C
YHR119W	YLR347C
YHR119W	YNL189W
YHR119W	YNL330C
YHR119W	YOL068C
YHR119W	YOL145C
YHR119W	YOR279C
YHR119W	YPL138C
YHR121W	YKL074C
YHR121W	YLR116W
YHR121W	YMR001C
YHR121W	YNL157W
YHR121W	YNL207W
YHR121W	YOL128C
YHR122W	YIL128W
YHR127W	YMR047C
YHR128W	YHR152W
YHR128W	YNR012W
YHR129C	YLL049W
YHR129C	YMR294W
YHR129C	YPL174C
YHR133C	YLR450W
YHR134W	YHR156C
YHR134W	YKL145W
YHR134W	YKL172W
YHR134W	YNL201C
YHR134W	YNL273W
YHR134W	YOR269W
YHR134W	YPL269W
YHR135C	YIL115C
YHR135C	YJL039C
YHR135C	YJL041W
YHR135C	YJL061W
YHR135C	YLL039C
YHR135C	YML103C
YHR135C	YPL169C
YHR136C	YJL198W
YHR141C	YMR138W
YHR141C	YNL255C
YHR143WA	YIL021W
YHR143WA	YJL140W
YHR143WA	YKL025C
YHR143WA	YOL005C
YHR143WA	YOL051W
YHR143WA	YOR207C
YHR143WA	YOR224C
YHR143WA	YOR340C
YHR143WA	YOR341W
YHR143WA	YPL203W
YHR143WA	YPL248C
YHR143WA	YPR010C
YHR143WA	YPR093C
YHR144C	YJL090C
YHR144C	YMR201C
YHR146W	YPL153C
YHR148W	SNR17A
YHR148W	SNR17B
YHR148W	YIL019W
YHR148W	YJR002W
YHR148W	YNL075W
YHR148W	YOR310C
YHR152W	YJL168C
YHR152W	YJR148W
YHR152W	YLR016C
YHR152W	YLR132C
YHR152W	YLR288C
YHR152W	YMR308C
YHR152W	YPR118W
YHR152W	YPR152C
YHR153C	YIL073C
YHR154W	YJL047C
YHR154W	YJL090C
YHR154W	YJR002W
YHR154W	YKL152C
YHR154W	YKR023W
YHR154W	YLR007W
YHR154W	YLR135W
YHR154W	YLR320W
YHR154W	YLR340W
YHR154W	YLR383W
YHR154W	YLR384C
YHR154W	YLR442C
YHR154W	YML023C
YHR154W	YMR190C
YHR154W	YNL273W
YHR154W	YOL034W
YHR154W	YOL039W
YHR154W	YPR052C
YHR154W	YPR164W
YHR156C	YHR165C
YHR156C	YIL026C
YHR156C	YOR156C
YHR156C	YOR217W
YHR157W	YLR329W
YHR157W	YMR133W
YHR158C	YJL187C
YHR158C	YLR096W
YHR158C	YLR452C
YHR158C	YML064C
YHR158C	YMR036C
YHR158C	YOR233W
YHR160C	YIL160C
YHR160C	YLL039C
YHR160C	YLR191W
YHR161C	YIR006C
YHR161C	YNL020C
YHR162W	YIL155C
YHR162W	YMR145C
YHR162W	YPL270W
YHR162W	YPR191W
YHR164C	YHR165C
YHR164C	YKL113C
YHR164C	YLR234W
YHR164C	YLR442C
YHR164C	YMR190C
YHR164C	YMR224C
YHR165C	YIL061C
YHR165C	YIR004W
YHR165C	YJR022W
YHR165C	YKL012W
YHR165C	YKL152C
YHR165C	YKL173W
YHR165C	YKR022C
YHR165C	YLL036C
YHR165C	YLL039C
YHR165C	YLR117C
YHR165C	YLR133W
YHR165C	YLR147C
YHR165C	YLR275W
YHR165C	YLR424W
YHR165C	YLR438CA
YHR165C	YML046W
YHR165C	YML051W
YHR165C	YMR176W
YHR165C	YNR032CA
YHR165C	YNR053C
YHR165C	YOR308C
YHR165C	YPL016W
YHR165C	YPL213W
YHR165C	YPR141C
YHR165C	YPR178W
YHR166C	YIR025W
YHR166C	YKL022C
YHR166C	YKL145W
YHR166C	YLR102C
YHR166C	YLR127C
YHR166C	YNL172W
YHR166C	YOR249C
YHR166C	YPR119W
YHR167W	YML062C
YHR167W	YNL004W
YHR167W	YNL139C
YHR167W	YNL253W
YHR169W	YJR002W
YHR169W	YNR054C
YHR170W	YHR197W
YHR170W	YIL115C
YHR170W	YIR026C
YHR170W	YJL061W
YHR170W	YJL122W
YHR170W	YJR042W
YHR170W	YKL009W
YHR170W	YKL186C
YHR170W	YLL045C
YHR170W	YLR009W
YHR170W	YLR075W
YHR170W	YLR249W
YHR170W	YLR340W
YHR170W	YLR387C
YHR170W	YMR080C
YHR170W	YNL227C
YHR170W	YOL127W
YHR170W	YOR063W
YHR170W	YOR204W
YHR170W	YPL093W
YHR170W	YPL169C
YHR171W	YLL042C
YHR171W	YNR007C
YHR172W	YIL149C
YHR172W	YLR045C
YHR172W	YLR212C
YHR172W	YML085C
YHR172W	YMR001C
YHR172W	YNL126W
YHR172W	YNL188W
YHR174W	YJL039C
YHR174W	YKL142W
YHR174W	YPR152C
YHR178W	YOL004W
YHR181W	YJL186W
YHR181W	YLR026C
YHR181W	YPL050C
YHR182W	YKL168C
YHR182W	YNR031C
YHR183W	YML121W
YHR183W	YPL150W
YHR184W	YMR001C
YHR185C	YJR093C
YHR185C	YPL204W
YHR186C	YJL095W
YHR186C	YJL098W
YHR186C	YJL106W
YHR186C	YJL138C
YHR186C	YJR066W
YHR186C	YKL171W
YHR186C	YKR059W
YHR186C	YKR097W
YHR186C	YLL024C
YHR186C	YLL039C
YHR186C	YLR096W
YHR186C	YLR377C
YHR186C	YLR403W
YHR186C	YML121W
YHR186C	YMR028W
YHR186C	YNL006W
YHR186C	YNL014W
YHR186C	YNL076W
YHR186C	YNL183C
YHR186C	YNR052C
YHR186C	YOL126C
YHR186C	YPL004C
YHR186C	YPL180W
YHR186C	YPL242C
YHR186C	YPR080W
YHR186C	YPR165W
YHR187W	YKL110C
YHR187W	YLR384C
YHR187W	YMR312W
YHR187W	YNL031C
YHR187W	YPL086C
YHR187W	YPL101W
YHR190W	YLR056W
YHR190W	YLR100W
YHR190W	YML008C
YHR191C	YJR068W
YHR191C	YMR078C
YHR191C	YNL290W
YHR191C	YOL094C
YHR191C	YPR175W
YHR192W	YOR165W
YHR192W	YPR028W
YHR193C	YKL180W
YHR193C	YLL039C
YHR193C	YOR063W
YHR193C	YPL037C
YHR193C	YPL210C
YHR193C	YPL243W
YHR193C	YPR088C
YHR194W	YOR147W
YHR196W	YIL019W
YHR196W	YJL010C
YHR196W	YJR002W
YHR196W	YKL014C
YHR196W	YLR293C
YHR196W	YMR093W
YHR196W	YMR290C
YHR196W	YOR310C
YHR196W	YPL126W
YHR197W	YIL133C
YHR197W	YJL122W
YHR197W	YKL006W
YHR197W	YKL009W
YHR197W	YKL180W
YHR197W	YKR063C
YHR197W	YLL004W
YHR197W	YLR009W
YHR197W	YLR075W
YHR197W	YLR106C
YHR197W	YLR344W
YHR197W	YML073C
YHR197W	YMR290C
YHR197W	YNL002C
YHR197W	YNL110C
YHR197W	YNL182C
YHR197W	YNR053C
YHR197W	YOL120C
YHR197W	YOL127W
YHR197W	YOR063W
YHR197W	YOR272W
YHR197W	YPL093W
YHR197W	YPL131W
YHR197W	YPL146C
YHR197W	YPL220W
YHR197W	YPR016C
YHR197W	YPR102C
YHR198C	YMR096W
YHR199CA	YJR089W
YHR199CA	YPL209C
YHR200W	YIL075C
YHR200W	YJL191W
YHR200W	YJR009C
YHR200W	YJR048W
YHR200W	YJR123W
YHR200W	YKL006W
YHR200W	YKL145W
YHR200W	YKL152C
YHR200W	YLL024C
YHR200W	YLL039C
YHR200W	YLR044C
YHR200W	YLR048W
YHR200W	YLR061W
YHR200W	YLR293C
YHR200W	YLR340W
YHR200W	YLR344W
YHR200W	YLR406C
YHR200W	YLR421C
YHR200W	YML024W
YHR200W	YML063W
YHR200W	YML088W
YHR200W	YML092C
YHR200W	YMR276W
YHR200W	YMR314W
YHR200W	YNL067W
YHR200W	YNL096C
YHR200W	YNL103W
YHR200W	YNL178W
YHR200W	YNL209W
YHR200W	YNL302C
YHR200W	YOL040C
YHR200W	YOL121C
YHR200W	YOR065W
YHR200W	YOR096W
YHR200W	YOR117W
YHR200W	YOR133W
YHR200W	YOR157C
YHR200W	YOR176W
YHR200W	YOR259C
YHR200W	YOR261C
YHR200W	YOR303W
YHR200W	YOR332W
YHR200W	YPL081W
YHR200W	YPR043W
YHR200W	YPR108W
YHR202W	YJL092W
YHR202W	YPL153C
YHR203C	YLL036C
YHR203C	YLL039C
YHR203C	YNL207W
YHR205W	YIL153W
YHR205W	YJR097W
YHR205W	YLR113W
YHR205W	YMR196W
YHR205W	YMR216C
YHR205W	YMR273C
YHR205W	YOL100W
YHR205W	YOR094W
YHR205W	YPL237W
YHR206W	YJR074W
YHR206W	YLR433C
YHR206W	YML007W
YHR206W	YNL027W
YHR206W	YPL042C
YHR206W	YPR072W
YHR206W	YPR165W
YHR207C	YNL031C
YHR214CC	YJL057C
YHR214CC	YOL045W
YHR216W	YLL036C
YIL002C	YJL083W
YIL002C	YKR019C
YIL002C	YML074C
YIL004C	YIL076W
YIL004C	YIL109C
YIL004C	YKL196C
YIL004C	YLR026C
YIL004C	YLR078C
YIL004C	YLR093C
YIL004C	YLR208W
YIL004C	YLR268W
YIL004C	YNL287W
YIL004C	YOR327C
YIL004C	YPL010W
YIL004C	YPL218W
YIL004C	YPR181C
YIL007C	YIL075C
YIL007C	YKL145W
YIL007C	YOR117W
YIL007C	YOR259C
YIL008W	YLR109W
YIL008W	YNL119W
YIL009CA	YLR233C
YIL009CA	YLR318W
YIL009W	YPL141C
YIL010W	YKL117W
YIL010W	YPL209C
YIL013C	YJL092W
YIL016W	YLL045C
YIL016W	YNL161W
YIL016W	YNL255C
YIL016W	YOR063W
YIL016W	YPL203W
YIL017C	YMR135C
YIL018W	YKL009W
YIL018W	YMR086W
YIL018W	YNL299W
YIL019W	YJL069C
YIL019W	YJL109C
YIL019W	YJR002W
YIL019W	YJR123W
YIL019W	YKL082C
YIL019W	YKL099C
YIL019W	YKR060W
YIL019W	YLL011W
YIL019W	YLR051C
YIL019W	YLR129W
YIL019W	YLR186W
YIL019W	YLR222C
YIL019W	YLR409C
YIL019W	YLR441C
YIL019W	YMR093W
YIL019W	YMR128W
YIL019W	YNL075W
YIL019W	YNL132W
YIL019W	YOL010W
YIL019W	YOR078W
YIL019W	YOR096W
YIL019W	YOR145C
YIL019W	YPL126W
YIL019W	YPL217C
YIL019W	YPR137W
YIL019W	YPR144C
YIL021W	YJL140W
YIL021W	YJL164C
YIL021W	YJL168C
YIL021W	YJR035W
YIL021W	YJR072C
YIL021W	YKL028W
YIL021W	YLR071C
YIL021W	YLR249W
YIL021W	YML010W
YIL021W	YMR039C
YIL021W	YMR075W
YIL021W	YNL113W
YIL021W	YNL251C
YIL021W	YNR010W
YIL021W	YOL005C
YIL021W	YOL051W
YIL021W	YOL086C
YIL021W	YOL135C
YIL021W	YOL145C
YIL021W	YOR151C
YIL021W	YOR174W
YIL021W	YOR210W
YIL021W	YOR224C
YIL021W	YPL129W
YIL021W	YPL178W
YIL021W	YPL203W
YIL021W	YPR093C
YIL021W	YPR187W
YIL022W	YJL104W
YIL022W	YJL143W
YIL022W	YJR045C
YIL022W	YLR008C
YIL022W	YLR166C
YIL022W	YLR259C
YIL022W	YLR369W
YIL022W	YML054C
YIL022W	YNL131W
YIL022W	YNL255C
YIL022W	YNL328C
YIL022W	YNR017W
YIL022W	YOR232W
YIL022W	YPL063W
YIL026C	YIL126W
YIL026C	YJL074C
YIL026C	YMR001C
YIL026C	YMR076C
YIL030C	YKL145W
YIL030C	YKL209C
YIL030C	YLR378C
YIL030C	YML013W
YIL030C	YMR022W
YIL030C	YMR264W
YIL031W	YJL092W
YIL033C	YJR017C
YIL033C	YMR273C
YIL033C	YNL027W
YIL034C	YIR003W
YIL034C	YKL007W
YIL035C	YJL076W
YIL035C	YJR144W
YIL035C	YKL064W
YIL035C	YKR010C
YIL035C	YLR019W
YIL035C	YLR113W
YIL035C	YLR196W
YIL035C	YLR223C
YIL035C	YLR399C
YIL035C	YLR403W
YIL035C	YMR172W
YIL035C	YMR270C
YIL035C	YNL207W
YIL035C	YOR039W
YIL035C	YOR061W
YIL035C	YOR119C
YIL035C	YOR295W
YIL035C	YOR341W
YIL035C	YPL042C
YIL035C	YPR010C
YIL035C	YPR110C
YIL035C	YPR143W
YIL036W	YPL153C
YIL038C	YML062C
YIL038C	YML098W
YIL038C	YNL161W
YIL038C	YNL288W
YIL038C	YNR052C
YIL038C	YPL037C
YIL038C	YPL203W
YIL038C	YPR072W
YIL041W	YLR026C
YIL041W	YOL018C
YIL042C	YJL098W
YIL045W	YIL070C
YIL045W	YLR258W
YIL045W	YLR347C
YIL045W	YNL189W
YIL045W	YPR160W
YIL046W	YJL187C
YIL046W	YLL039C
YIL046W	YLR103C
YIL046W	YNL103W
YIL046W	YPR019W
YIL047C	YOR212W
YIL048W	YNL297C
YIL050W	YJL084C
YIL050W	YPL031C
YIL051C	YIL070C
YIL051C	YJL165C
YIL052C	YNL255C
YIL053W	YOL016C
YIL061C	YKL012W
YIL061C	YKL074C
YIL061C	YKL173W
YIL061C	YLL036C
YIL061C	YLR116W
YIL061C	YML029W
YIL061C	YML046W
YIL061C	YMR080C
YIL061C	YPL213W
YIL062C	YJR065C
YIL062C	YKL013C
YIL062C	YLR370C
YIL062C	YMR109W
YIL062C	YNR035C
YIL063C	YLR293C
YIL063C	YML121W
YIL063C	YMR047C
YIL065C	YJL112W
YIL065C	YKR036C
YIL065C	YLL001W
YIL065C	YOR007C
YIL066C	YML058W
YIL068C	YJL085W
YIL068C	YLR166C
YIL068C	YOR326W
YIL068C	YPL145C
YIL068C	YPR055W
YIL069C	YNL207W
YIL070C	YJL128C
YIL070C	YLL006W
YIL070C	YML054C
YIL070C	YMR036C
YIL070C	YOR090C
YIL070C	YOR119C
YIL070C	YPL141C
YIL071C	YJR007W
YIL071C	YOL117W
YIL071C	YOR361C
YIL072W	YLR263W
YIL073C	YJL074C
YIL075C	YJL057C
YIL075C	YKL145W
YIL075C	YLR421C
YIL075C	YMR001C
YIL075C	YMR314W
YIL075C	YOL038W
YIL075C	YOL117W
YIL075C	YOR362C
YIL075C	YPR108W
YIL076W	YLR268W
YIL076W	YNL258C
YIL078W	YKL198C
YIL079C	YJL050W
YIL079C	YNL016W
YIL079C	YNL299W
YIL079C	YNR024W
YIL079C	YOL115W
YIL082WA	YMR139W
YIL082WA	YMR216C
YIL084C	YJL036W
YIL084C	YKL185W
YIL084C	YMR263W
YIL084C	YNL097C
YIL084C	YNL330C
YIL084C	YOL004W
YIL084C	YPL082C
YIL084C	YPL181W
YIL091C	SNR17A
YIL091C	SNR17B
YIL091C	YJL069C
YIL091C	YJR002W
YIL091C	YKL117W
YIL091C	YLR409C
YIL091C	YPR137W
YIL093C	YKL155C
YIL095W	YLR196W
YIL095W	YLR337C
YIL095W	YLR342W
YIL095W	YNL084C
YIL096C	YLR009W
YIL097W	YMR135C
YIL101C	YNL330C
YIL101C	YOL004W
YIL101C	YPL139C
YIL103W	YKL191W
YIL104C	YJL095W
YIL104C	YLR175W
YIL104C	YMR239C
YIL104C	YNL124W
YIL104C	YOL100W
YIL105C	YJL058C
YIL105C	YJL095W
YIL105C	YKL126W
YIL105C	YLR425W
YIL105C	YLR433C
YIL105C	YML057W
YIL105C	YMR068W
YIL105C	YNL047C
YIL105C	YNL161W
YIL105C	YNL207W
YIL105C	YPR119W
YIL106W	YJL066C
YIL106W	YJR089W
YIL106W	YKL080W
YIL106W	YKL126W
YIL106W	YLR180W
YIL106W	YMR276W
YIL106W	YNR052C
YIL106W	YOL123W
YIL106W	YOR046C
YIL106W	YPL085W
YIL106W	YPL209C
YIL106W	YPR111W
YIL106W	YPR191W
YIL109C	YJL004C
YIL109C	YKL171W
YIL109C	YLR026C
YIL109C	YLR078C
YIL109C	YLR208W
YIL109C	YLR268W
YIL109C	YML012W
YIL109C	YPL085W
YIL109C	YPL218W
YIL109C	YPR181C
YIL111W	YJL062WA
YIL111W	YML129C
YIL111W	YNR018W
YIL112W	YKR029C
YIL112W	YOL068C
YIL114C	YMR203W
YIL115C	YJL041W
YIL115C	YJL061W
YIL115C	YJR132W
YIL115C	YKL068W
YIL115C	YKL186C
YIL115C	YLL024C
YIL115C	YLL039C
YIL115C	YLR018C
YIL115C	YLR293C
YIL115C	YLR347C
YIL115C	YML031W
YIL115C	YMR047C
YIL115C	YMR153W
YIL115C	YMR235C
YIL115C	YMR308C
YIL115C	YNL209W
