sif_style	Annotation	count	etype	matchType	matchType	filenames
YHL004W (u) YER064C		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL166C (d) YOL125W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YGR052W (u) YOR207C		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR207C (u) YGR052W		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR477W (u) YPL106C		1.0	ppi			rewired-BG-network-474_4_bgnet
YPL106C (u) YDR477W		1.0	ppi			rewired-BG-network-474_4_bgnet
YDL064W (u) YDR363WA		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR363WA (u) YDL064W		1.0	ppi			rewired-BG-network-474_4_bgnet
YIL026C (u) YKL195W		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL195W (u) YIL026C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR078C (u) YGR168C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR168C (u) YGR078C		1.0	ppi			rewired-BG-network-474_4_bgnet
YCL024W (u) YFR051C		1.0	ppi			rewired-BG-network-474_4_bgnet
YFR051C (u) YCL024W		1.0	ppi			rewired-BG-network-474_4_bgnet
YER155C (u) YLR293C		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR293C (u) YER155C		1.0	ppi			rewired-BG-network-474_4_bgnet
YJL177W (u) YPL258C		1.0	metabolic_pathway			rewired-BG-network-474_4_bgnet
YPL258C (u) YJL177W		1.0	metabolic_pathway			rewired-BG-network-474_4_bgnet
YDL190C (u) YOR188W		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR188W (u) YDL190C		1.0	ppi			rewired-BG-network-474_4_bgnet
YHR082C (d) YNL312W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YDR251W (u) YPR129W		1.0	ppi			rewired-BG-network-474_4_bgnet
YPR129W (u) YDR251W		1.0	ppi			rewired-BG-network-474_4_bgnet
YHR076W (u) YOR083W		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR083W (u) YHR076W		1.0	ppi			rewired-BG-network-474_4_bgnet
YAL023C (u) YKL178C		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL178C (u) YAL023C		1.0	ppi			rewired-BG-network-474_4_bgnet
YIL095W (d) YNR034W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YGR184C (u) YNL031C		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL031C (u) YGR184C		1.0	ppi			rewired-BG-network-474_4_bgnet
YJR059W (d) YGL253W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YGL180W (u) YPR135W		1.0	ppi			rewired-BG-network-474_4_bgnet
YPR135W (u) YGL180W		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL166C (d) SNR84		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YNL154C (d) YNL255C		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YDR151C (u) YEL022W		1.0	ppi			rewired-BG-network-474_4_bgnet
YEL022W (u) YDR151C		1.0	ppi			rewired-BG-network-474_4_bgnet
YFR028C (u) YJL092W		1.0	ppi			rewired-BG-network-474_4_bgnet
YJL092W (u) YFR028C		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR075W (u) YPL240C		1.0	ppi			rewired-BG-network-474_4_bgnet
YPL240C (u) YLR075W		1.0	ppi			rewired-BG-network-474_4_bgnet
YJL122W (u) YNL075W		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL075W (u) YJL122W		1.0	ppi			rewired-BG-network-474_4_bgnet
YBL007C (u) YOL040C		1.0	ppi			rewired-BG-network-474_4_bgnet
YOL040C (u) YBL007C		1.0	ppi			rewired-BG-network-474_4_bgnet
YHR170W (u) YNR054C		1.0	ppi			rewired-BG-network-474_4_bgnet
YNR054C (u) YHR170W		1.0	ppi			rewired-BG-network-474_4_bgnet
YJR059W (d) YBR109C		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YGL059W (d) YOR181W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YGR021W (u) YPR080W		1.0	ppi			rewired-BG-network-474_4_bgnet
YPR080W (u) YGR021W		1.0	ppi			rewired-BG-network-474_4_bgnet
YHR079C (d) YMR223W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YGL172W (u) YKL068W		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL068W (u) YGL172W		1.0	ppi			rewired-BG-network-474_4_bgnet
YHL034C (u) YHR090C		1.0	ppi			rewired-BG-network-474_4_bgnet
YHR090C (u) YHL034C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR052W (u) YMR210W		1.0	ppi			rewired-BG-network-474_4_bgnet
YMR210W (u) YGR052W		1.0	ppi			rewired-BG-network-474_4_bgnet
YLL039C (u) YLR347C		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR347C (u) YLL039C		1.0	ppi			rewired-BG-network-474_4_bgnet
YDL181W (u) YGR140W		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR140W (u) YDL181W		1.0	ppi			rewired-BG-network-474_4_bgnet
YJL183W (u) YJR093C		1.0	ppi			rewired-BG-network-474_4_bgnet
YJR093C (u) YJL183W		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR407C (u) YLR166C		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR166C (u) YDR407C		1.0	ppi			rewired-BG-network-474_4_bgnet
YHR119W (u) YMR129W		1.0	ppi			rewired-BG-network-474_4_bgnet
YMR129W (u) YHR119W		1.0	ppi			rewired-BG-network-474_4_bgnet
YGL180W (d) YPR104C		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YPL031C (d) YJL148W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YHR135C (d) YMR116C		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
RDN252 (u) YNL189W		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL189W (u) RDN252		1.0	ppi			rewired-BG-network-474_4_bgnet
YBR160W (d) YOR239W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YNL027W (u) YOL082W		1.0	ppi			rewired-BG-network-474_4_bgnet
YOL082W (u) YNL027W		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR479C (u) YGR104C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR104C (u) YDR479C		1.0	ppi			rewired-BG-network-474_4_bgnet
YJL095W (u) YOR340C		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR340C (u) YJL095W		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR048W (u) YJR121W		1.0	ppi			rewired-BG-network-474_4_bgnet
YJR121W (u) YGR048W		1.0	ppi			rewired-BG-network-474_4_bgnet
YOL012C (u) YOR098C		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR098C (u) YOL012C		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL145W (u) YNL207W		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL207W (u) YKL145W		1.0	ppi			rewired-BG-network-474_4_bgnet
YBR080C (u) YPL045W		1.0	ppi			rewired-BG-network-474_4_bgnet
YPL045W (u) YBR080C		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL154C (d) YOR153W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YEL002C (u) YOR299W		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR299W (u) YEL002C		1.0	ppi			rewired-BG-network-474_4_bgnet
YDL070W (u) YIR002C		1.0	ppi			rewired-BG-network-474_4_bgnet
YIR002C (u) YDL070W		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR190C (u) YGR218W		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR218W (u) YDR190C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR148C (u) YNL084C		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL084C (u) YGR148C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR162W (u) YKL101W		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL101W (u) YGR162W		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR442C (u) YOR116C		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR116C (u) YLR442C		1.0	ppi			rewired-BG-network-474_4_bgnet
YFR014C (d) YNL021W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YBR175W (u) YMR229C		1.0	ppi			rewired-BG-network-474_4_bgnet
YMR229C (u) YBR175W		1.0	ppi			rewired-BG-network-474_4_bgnet
YBL068W (u) YGR083C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR083C (u) YBL068W		1.0	ppi			rewired-BG-network-474_4_bgnet
YER044C (u) YKR022C		1.0	ppi			rewired-BG-network-474_4_bgnet
YKR022C (u) YER044C		1.0	ppi			rewired-BG-network-474_4_bgnet
YBR169C (u) YPR137CA		1.0	ppi			rewired-BG-network-474_4_bgnet
YPR137CA (u) YBR169C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR104C (u) YGR136W		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR136W (u) YGR104C		1.0	ppi			rewired-BG-network-474_4_bgnet
YER030W (u) YHR186C		1.0	ppi			rewired-BG-network-474_4_bgnet
YHR186C (u) YER030W		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR186W (u) YJR144W		1.0	ppi			rewired-BG-network-474_4_bgnet
YJR144W (u) YGR186W		1.0	ppi			rewired-BG-network-474_4_bgnet
YMR001C (d) YJL168C		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YDL070W (u) YDR103W		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR103W (u) YDL070W		1.0	ppi			rewired-BG-network-474_4_bgnet
YLL039C (u) YOR048C		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR048C (u) YLL039C		1.0	ppi			rewired-BG-network-474_4_bgnet
YAL013W (u) YNL330C		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL330C (u) YAL013W		1.0	ppi			rewired-BG-network-474_4_bgnet
YDL140C (u) YIL150C		1.0	ppi			rewired-BG-network-474_4_bgnet
YIL150C (u) YDL140C		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR087C (u) YLR009W		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR009W (u) YDR087C		1.0	ppi			rewired-BG-network-474_4_bgnet
YBR289W (u) YOR063W		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR063W (u) YBR289W		1.0	ppi			rewired-BG-network-474_4_bgnet
NPR16 (d) YHR205W	Kinase	1.0			Constituent	NaCl_module_edges_Randomized_4
YAR019C (u) YLR257W		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR257W (u) YAR019C		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR303C (u) YPL204W		1.0	ppi			rewired-BG-network-474_4_bgnet
YPL204W (u) YDR303C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR163W (u) YLR342W		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR342W (u) YGR163W		1.0	ppi			rewired-BG-network-474_4_bgnet
YGL097W (u) YOR294W		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR294W (u) YGL097W		1.0	ppi			rewired-BG-network-474_4_bgnet
YPL204W (d) YJL006C		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YCR008W (u) YPR159W		1.0	ppi			rewired-BG-network-474_4_bgnet
YPR159W (u) YCR008W		1.0	ppi			rewired-BG-network-474_4_bgnet
YHR121W (u) YOR340C		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR340C (u) YHR121W		1.0	ppi			rewired-BG-network-474_4_bgnet
YEL037C (u) YGL173C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGL173C (u) YEL037C		1.0	ppi			rewired-BG-network-474_4_bgnet
YJL106W (d) YDR510W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YHR133C (u) YLR135W		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR135W (u) YHR133C		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR172W (u) YER073W		1.0	ppi			rewired-BG-network-474_4_bgnet
YER073W (u) YDR172W		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR018C (u) YOL121C		1.0	ppi			rewired-BG-network-474_4_bgnet
YOL121C (u) YLR018C		1.0	ppi			rewired-BG-network-474_4_bgnet
YBR017C (u) YLR086W		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR086W (u) YBR017C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGL120C (u) YKL068W		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL068W (u) YGL120C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGL179C (u) YPR191W		1.0	ppi			rewired-BG-network-474_4_bgnet
YPR191W (u) YGL179C		1.0	ppi			rewired-BG-network-474_4_bgnet
YHL032C (u) YOL018C		1.0	metabolic_pathway			rewired-BG-network-474_4_bgnet
YOL018C (u) YHL032C		1.0	metabolic_pathway			rewired-BG-network-474_4_bgnet
YER151C (u) YLR146C		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR146C (u) YER151C		1.0	ppi			rewired-BG-network-474_4_bgnet
YDL126C (u) YDR145W		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR145W (u) YDL126C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGL059W (d) YMR287C		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YBL078C (u) YKL068W		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL068W (u) YBL078C		1.0	ppi			rewired-BG-network-474_4_bgnet
YEL015W (u) YKL018W		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL018W (u) YEL015W		1.0	ppi			rewired-BG-network-474_4_bgnet
YMR216C (d) YLR175W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YKL211C (u) YOR298CA		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR298CA (u) YKL211C		1.0	ppi			rewired-BG-network-474_4_bgnet
YBR136W (u) YPR010C		1.0	ppi			rewired-BG-network-474_4_bgnet
YPR010C (u) YBR136W		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR510W (u) YPL008W		1.0	ppi			rewired-BG-network-474_4_bgnet
YPL008W (u) YDR510W		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL198C (u) YMR163C		1.0	ppi			rewired-BG-network-474_4_bgnet
YMR163C (u) YKL198C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGL158W (u) YOR112W		1.0	ppi			rewired-BG-network-474_4_bgnet
YOR112W (u) YGL158W		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL154C (d) YJL061W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YIL159W (u) YMR229C		1.0	ppi			rewired-BG-network-474_4_bgnet
YMR229C (u) YIL159W		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR384C (u) YDR392W		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR392W (u) YDR384C		1.0	ppi			rewired-BG-network-474_4_bgnet
YCR073C (d) YDL168W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YDL232W (u) YMR129W		1.0	ppi			rewired-BG-network-474_4_bgnet
YMR129W (u) YDL232W		1.0	ppi			rewired-BG-network-474_4_bgnet
YDL149W (u) YEL048C		1.0	ppi			rewired-BG-network-474_4_bgnet
YEL048C (u) YDL149W		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL061W (d) NPR7		1.0			Shared_Interaction	NaCl_module_edges_Randomized_4
YIL106W (u) YKL173W		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL173W (u) YIL106W		1.0	ppi			rewired-BG-network-474_4_bgnet
YGR282C (d) YER095W		1.0	metabolic_pathway			rewired-BG-network-474_4_bgnet
YGR120C (u) YPR115W		1.0	ppi			rewired-BG-network-474_4_bgnet
YPR115W (u) YGR120C		1.0	ppi			rewired-BG-network-474_4_bgnet
YBR218C (u) YLR440C		1.0	ppi			rewired-BG-network-474_4_bgnet
YLR440C (u) YBR218C		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR174W (u) YDR378C		1.0	ppi			rewired-BG-network-474_4_bgnet
YDR378C (u) YDR174W		1.0	ppi			rewired-BG-network-474_4_bgnet
YBR010W (u) YPL256C		1.0	ppi			rewired-BG-network-474_4_bgnet
YPL256C (u) YBR010W		1.0	ppi			rewired-BG-network-474_4_bgnet
YMR276W (u) YOL045W		1.0	ppi			rewired-BG-network-474_4_bgnet
YOL045W (u) YMR276W		1.0	ppi			rewired-BG-network-474_4_bgnet
YFL005W (u) YPR105C		1.0	ppi			rewired-BG-network-474_4_bgnet
YPR105C (u) YFL005W		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL118C (u) YPL249CA		1.0	ppi			rewired-BG-network-474_4_bgnet
YPL249CA (u) YNL118C		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL298W (d) YPR080W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
NPR9 (d) YJL146W		1.0			Constituent	NaCl_module_edges_Randomized_4
YMR041C (u) YNL004W		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL004W (u) YMR041C		1.0	ppi			rewired-BG-network-474_4_bgnet
YBR091C (u) YHR041C		1.0	ppi			rewired-BG-network-474_4_bgnet
YHR041C (u) YBR091C		1.0	ppi			rewired-BG-network-474_4_bgnet
YKL130C (u) YKR081C		1.0	ppi			rewired-BG-network-474_4_bgnet
YKR081C (u) YKL130C		1.0	ppi			rewired-BG-network-474_4_bgnet
YFL008W (u) YNL189W		1.0	ppi			rewired-BG-network-474_4_bgnet
YNL189W (u) YFL008W		1.0	ppi			rewired-BG-network-474_4_bgnet
YER125W (u) YGL070C		1.0	ppi			rewired-BG-network-474_4_bgnet
YGL070C (u) YER125W		1.0	ppi			rewired-BG-network-474_4_bgnet
YPL031C (d) YNL172W		1.0	kinase_substrate			rewired-BG-network-474_4_bgnet
YLR102C (d) NPR17		1.0			Shared_Interaction	NaCl_module_edges_Randomized_4
