Forest name	Forest size	Steiner nodes	Prizes in forest	Total prizes
cdc14_prizes_beta3.5_omega0.01_mu0.00_seed2_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.00_seed4_optimalForest.sif	29	13	16	24
cdc14_prizes_beta1.5_omega0.01_mu0.00_seed3_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.00_seed8_optimalForest.sif	29	13	16	24
cdc14_prizes_beta2.0_omega0.01_mu0.00_seed9_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.00_seed10_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.00_seed5_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.00_seed9_optimalForest.sif	29	13	16	24
cdc14_prizes_beta2.0_omega0.01_mu0.00_seed10_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.0_omega0.01_mu0.00_seed6_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.0_omega0.01_mu0.00_seed4_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.0_omega0.01_mu0.00_seed8_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.0_omega0.01_mu0.00_seed9_optimalForest.sif	29	13	16	24
cdc14_prizes_beta2.5_omega0.01_mu0.00_seed6_optimalForest.sif	29	13	16	24
cdc14_prizes_beta2.5_omega0.01_mu0.00_seed5_optimalForest.sif	29	13	16	24
cdc14_prizes_beta2.5_omega0.01_mu0.00_seed7_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.0_omega0.01_mu0.00_seed10_optimalForest.sif	29	13	16	24
cdc14_prizes_beta2.5_omega0.01_mu0.00_seed10_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.0_omega0.01_mu0.00_seed2_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.00_seed3_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.0_omega0.01_mu0.00_seed1_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.00_seed6_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.00_seed7_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.0_omega0.01_mu0.00_seed3_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.00_seed3_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.00_seed6_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.00_seed9_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.00_seed5_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.0_omega0.01_mu0.00_seed5_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.00_seed9_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.00_seed2_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.00_seed3_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.00_seed10_optimalForest.sif	29	13	16	24
cdc14_prizes_beta3.0_omega0.01_mu0.00_seed7_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.00_seed1_optimalForest.sif	29	13	16	24
cdc14_prizes_beta2.0_omega0.01_mu0.00_seed4_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.00_seed6_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.00_seed5_optimalForest.sif	29	13	16	24
cdc14_prizes_beta2.5_omega0.01_mu0.00_seed9_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.00_seed7_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.00_seed4_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.00_seed10_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.00_seed8_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.00_seed2_optimalForest.sif	29	13	16	24
cdc14_prizes_beta2.5_omega0.01_mu0.00_seed8_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.00_seed8_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.00_seed7_optimalForest.sif	29	13	16	24
cdc14_prizes_beta0.1_omega0.01_mu0.01_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.00_seed1_optimalForest.sif	29	13	16	24
cdc14_prizes_beta5.0_omega0.01_mu0.00_seed2_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.00_seed1_optimalForest.sif	29	13	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.00_seed4_optimalForest.sif	29	13	16	24
cdc14_prizes_beta0.5_omega0.01_mu0.01_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.00_seed3_optimalForest.sif	29	13	16	24
cdc14_prizes_beta5.0_omega0.01_mu0.00_seed4_optimalForest.sif	29	13	16	24
cdc14_prizes_beta5.0_omega0.01_mu0.00_seed5_optimalForest.sif	29	13	16	24
cdc14_prizes_beta0.5_omega0.01_mu0.01_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.00_seed9_optimalForest.sif	29	13	16	24
cdc14_prizes_beta0.5_omega0.01_mu0.01_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.00_seed10_optimalForest.sif	29	13	16	24
cdc14_prizes_beta0.5_omega0.01_mu0.01_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.00_seed6_optimalForest.sif	29	13	16	24
cdc14_prizes_beta5.0_omega0.01_mu0.00_seed8_optimalForest.sif	29	13	16	24
cdc14_prizes_beta5.0_omega0.01_mu0.00_seed7_optimalForest.sif	29	13	16	24
cdc14_prizes_beta0.1_omega0.01_mu0.01_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.01_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.01_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.01_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.01_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.01_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.01_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.01_seed1_optimalForest.sif	30	19	11	24
cdc14_prizes_beta1.0_omega0.01_mu0.01_seed3_optimalForest.sif	26	16	10	24
cdc14_prizes_beta0.1_omega0.01_mu0.01_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.01_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.01_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.01_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.01_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.01_seed9_optimalForest.sif	28	16	12	24
cdc14_prizes_beta1.0_omega0.01_mu0.01_seed5_optimalForest.sif	30	19	11	24
cdc14_prizes_beta1.0_omega0.01_mu0.01_seed4_optimalForest.sif	23	12	11	24
cdc14_prizes_beta0.1_omega0.01_mu0.01_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.01_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.01_seed7_optimalForest.sif	30	19	11	24
cdc14_prizes_beta0.5_omega0.01_mu0.01_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.01_seed10_optimalForest.sif	30	19	11	24
cdc14_prizes_beta1.0_omega0.01_mu0.01_seed6_optimalForest.sif	30	19	11	24
cdc14_prizes_beta1.0_omega0.01_mu0.01_seed8_optimalForest.sif	28	17	11	24
cdc14_prizes_beta2.0_omega0.01_mu0.01_seed1_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.0_omega0.01_mu0.01_seed2_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.0_omega0.01_mu0.01_seed4_optimalForest.sif	30	16	14	24
cdc14_prizes_beta1.0_omega0.01_mu0.01_seed2_optimalForest.sif	28	17	11	24
cdc14_prizes_beta1.5_omega0.01_mu0.01_seed4_optimalForest.sif	30	16	14	24
cdc14_prizes_beta1.5_omega0.01_mu0.01_seed3_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.5_omega0.01_mu0.01_seed5_optimalForest.sif	32	18	14	24
cdc14_prizes_beta1.5_omega0.01_mu0.01_seed1_optimalForest.sif	30	16	14	24
cdc14_prizes_beta1.5_omega0.01_mu0.01_seed5_optimalForest.sif	31	17	14	24
cdc14_prizes_beta1.5_omega0.01_mu0.01_seed9_optimalForest.sif	30	16	14	24
cdc14_prizes_beta1.5_omega0.01_mu0.01_seed10_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.01_seed2_optimalForest.sif	31	16	15	24
cdc14_prizes_beta2.5_omega0.01_mu0.01_seed3_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.0_omega0.01_mu0.01_seed5_optimalForest.sif	30	16	14	24
cdc14_prizes_beta1.5_omega0.01_mu0.01_seed2_optimalForest.sif	31	17	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.01_seed9_optimalForest.sif	31	16	15	24
cdc14_prizes_beta1.5_omega0.01_mu0.01_seed7_optimalForest.sif	30	16	14	24
cdc14_prizes_beta1.5_omega0.01_mu0.01_seed8_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.01_seed6_optimalForest.sif	31	16	15	24
cdc14_prizes_beta3.0_omega0.01_mu0.01_seed4_optimalForest.sif	31	16	15	24
cdc14_prizes_beta3.0_omega0.01_mu0.01_seed3_optimalForest.sif	33	18	15	24
cdc14_prizes_beta2.5_omega0.01_mu0.01_seed4_optimalForest.sif	34	20	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.01_seed7_optimalForest.sif	31	16	15	24
cdc14_prizes_beta2.0_omega0.01_mu0.01_seed10_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.01_seed10_optimalForest.sif	31	16	15	24
cdc14_prizes_beta2.0_omega0.01_mu0.01_seed8_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.01_seed1_optimalForest.sif	31	16	15	24
cdc14_prizes_beta2.5_omega0.01_mu0.01_seed1_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.5_omega0.01_mu0.01_seed6_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.01_seed5_optimalForest.sif	31	16	15	24
cdc14_prizes_beta2.5_omega0.01_mu0.01_seed10_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.01_seed8_optimalForest.sif	31	16	15	24
cdc14_prizes_beta2.5_omega0.01_mu0.01_seed2_optimalForest.sif	30	16	14	24
cdc14_prizes_beta1.5_omega0.01_mu0.01_seed6_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.0_omega0.01_mu0.01_seed3_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.5_omega0.01_mu0.01_seed8_optimalForest.sif	31	17	14	24
cdc14_prizes_beta3.5_omega0.01_mu0.01_seed10_optimalForest.sif	32	16	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.01_seed3_optimalForest.sif	32	16	16	24
cdc14_prizes_beta2.5_omega0.01_mu0.01_seed9_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.01_seed4_optimalForest.sif	34	18	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.01_seed1_optimalForest.sif	32	16	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.01_seed2_optimalForest.sif	32	16	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.01_seed8_optimalForest.sif	32	16	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.01_seed2_optimalForest.sif	32	16	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.01_seed6_optimalForest.sif	33	17	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.01_seed4_optimalForest.sif	33	17	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.01_seed6_optimalForest.sif	32	16	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.01_seed10_optimalForest.sif	32	16	16	24
cdc14_prizes_beta2.5_omega0.01_mu0.01_seed7_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.0_omega0.01_mu0.01_seed6_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.5_omega0.01_mu0.01_seed3_optimalForest.sif	33	17	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.01_seed4_optimalForest.sif	33	17	16	24
cdc14_prizes_beta4.5_omega0.01_mu0.01_seed5_optimalForest.sif	32	16	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.01_seed1_optimalForest.sif	33	17	16	24
cdc14_prizes_beta0.1_omega0.01_mu0.02_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.02_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.5_omega0.01_mu0.01_seed3_optimalForest.sif	32	16	16	24
cdc14_prizes_beta0.1_omega0.01_mu0.02_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.02_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.02_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.0_omega0.01_mu0.01_seed7_optimalForest.sif	31	17	14	24
cdc14_prizes_beta0.1_omega0.01_mu0.02_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.02_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.0_omega0.01_mu0.01_seed6_optimalForest.sif	32	16	16	24
cdc14_prizes_beta0.1_omega0.01_mu0.02_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.01_seed5_optimalForest.sif	32	16	16	24
cdc14_prizes_beta5.0_omega0.01_mu0.01_seed3_optimalForest.sif	32	16	16	24
cdc14_prizes_beta5.0_omega0.01_mu0.01_seed2_optimalForest.sif	32	16	16	24
cdc14_prizes_beta0.5_omega0.01_mu0.02_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.02_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.02_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.02_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.02_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.02_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.5_omega0.01_mu0.01_seed1_optimalForest.sif	32	16	16	24
cdc14_prizes_beta1.0_omega0.01_mu0.02_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.02_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.02_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.02_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta3.5_omega0.01_mu0.01_seed2_optimalForest.sif	32	16	16	24
cdc14_prizes_beta5.0_omega0.01_mu0.01_seed1_optimalForest.sif	32	16	16	24
cdc14_prizes_beta5.0_omega0.01_mu0.01_seed6_optimalForest.sif	32	16	16	24
cdc14_prizes_beta1.0_omega0.01_mu0.02_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta3.5_omega0.01_mu0.01_seed9_optimalForest.sif	32	16	16	24
cdc14_prizes_beta5.0_omega0.01_mu0.01_seed8_optimalForest.sif	32	16	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.01_seed8_optimalForest.sif	32	16	16	24
cdc14_prizes_beta1.5_omega0.01_mu0.02_seed3_optimalForest.sif	18	11	7	24
cdc14_prizes_beta3.5_omega0.01_mu0.01_seed5_optimalForest.sif	32	16	16	24
cdc14_prizes_beta1.5_omega0.01_mu0.02_seed2_optimalForest.sif	19	12	7	24
cdc14_prizes_beta4.0_omega0.01_mu0.01_seed5_optimalForest.sif	32	16	16	24
cdc14_prizes_beta1.0_omega0.01_mu0.02_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.02_seed1_optimalForest.sif	20	13	7	24
cdc14_prizes_beta1.5_omega0.01_mu0.02_seed5_optimalForest.sif	18	11	7	24
cdc14_prizes_beta1.5_omega0.01_mu0.02_seed10_optimalForest.sif	18	11	7	24
cdc14_prizes_beta1.0_omega0.01_mu0.02_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.01_seed4_optimalForest.sif	34	18	16	24
cdc14_prizes_beta4.0_omega0.01_mu0.01_seed8_optimalForest.sif	32	16	16	24
cdc14_prizes_beta0.5_omega0.01_mu0.02_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.0_omega0.01_mu0.01_seed10_optimalForest.sif	32	16	16	24
cdc14_prizes_beta0.1_omega0.01_mu0.02_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.01_seed10_optimalForest.sif	32	16	16	24
cdc14_prizes_beta2.0_omega0.01_mu0.01_seed9_optimalForest.sif	31	17	14	24
cdc14_prizes_beta0.1_omega0.01_mu0.02_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.02_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.02_seed9_optimalForest.sif	18	11	7	24
cdc14_prizes_beta0.5_omega0.01_mu0.02_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta3.5_omega0.01_mu0.01_seed7_optimalForest.sif	32	16	16	24
cdc14_prizes_beta0.1_omega0.01_mu0.02_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.02_seed8_optimalForest.sif	18	11	7	24
cdc14_prizes_beta1.0_omega0.01_mu0.02_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.02_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.02_seed6_optimalForest.sif	18	11	7	24
cdc14_prizes_beta1.0_omega0.01_mu0.02_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.5_omega0.01_mu0.02_seed8_optimalForest.sif	29	16	13	24
cdc14_prizes_beta1.5_omega0.01_mu0.02_seed4_optimalForest.sif	18	11	7	24
cdc14_prizes_beta2.0_omega0.01_mu0.02_seed1_optimalForest.sif	30	19	11	24
cdc14_prizes_beta2.0_omega0.01_mu0.02_seed2_optimalForest.sif	30	19	11	24
cdc14_prizes_beta2.0_omega0.01_mu0.02_seed9_optimalForest.sif	26	14	12	24
cdc14_prizes_beta2.0_omega0.01_mu0.02_seed4_optimalForest.sif	28	17	11	24
cdc14_prizes_beta2.0_omega0.01_mu0.02_seed7_optimalForest.sif	31	20	11	24
cdc14_prizes_beta2.0_omega0.01_mu0.02_seed6_optimalForest.sif	30	19	11	24
cdc14_prizes_beta2.0_omega0.01_mu0.02_seed3_optimalForest.sif	28	16	12	24
cdc14_prizes_beta4.5_omega0.01_mu0.01_seed9_optimalForest.sif	32	16	16	24
cdc14_prizes_beta5.0_omega0.01_mu0.01_seed9_optimalForest.sif	32	16	16	24
cdc14_prizes_beta1.5_omega0.01_mu0.02_seed7_optimalForest.sif	18	11	7	24
cdc14_prizes_beta2.5_omega0.01_mu0.02_seed4_optimalForest.sif	29	16	13	24
cdc14_prizes_beta2.0_omega0.01_mu0.02_seed8_optimalForest.sif	30	19	11	24
cdc14_prizes_beta2.0_omega0.01_mu0.02_seed10_optimalForest.sif	30	19	11	24
cdc14_prizes_beta4.0_omega0.01_mu0.01_seed9_optimalForest.sif	32	16	16	24
cdc14_prizes_beta2.0_omega0.01_mu0.02_seed5_optimalForest.sif	28	17	11	24
cdc14_prizes_beta3.5_omega0.01_mu0.02_seed2_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.5_omega0.01_mu0.02_seed4_optimalForest.sif	31	17	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.01_seed7_optimalForest.sif	32	16	16	24
cdc14_prizes_beta2.5_omega0.01_mu0.02_seed2_optimalForest.sif	29	16	13	24
cdc14_prizes_beta3.5_omega0.01_mu0.02_seed6_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.5_omega0.01_mu0.02_seed5_optimalForest.sif	28	16	12	24
cdc14_prizes_beta2.5_omega0.01_mu0.02_seed1_optimalForest.sif	29	16	13	24
cdc14_prizes_beta2.5_omega0.01_mu0.02_seed10_optimalForest.sif	29	16	13	24
cdc14_prizes_beta3.0_omega0.01_mu0.02_seed3_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.02_seed9_optimalForest.sif	32	18	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.01_seed7_optimalForest.sif	32	16	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.02_seed5_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.01_seed7_optimalForest.sif	32	16	16	24
cdc14_prizes_beta3.5_omega0.01_mu0.02_seed10_optimalForest.sif	33	19	14	24
cdc14_prizes_beta2.5_omega0.01_mu0.02_seed7_optimalForest.sif	30	17	13	24
cdc14_prizes_beta3.5_omega0.01_mu0.02_seed3_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.02_seed9_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.02_seed1_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.5_omega0.01_mu0.02_seed1_optimalForest.sif	32	18	14	24
cdc14_prizes_beta2.5_omega0.01_mu0.02_seed9_optimalForest.sif	29	16	13	24
cdc14_prizes_beta3.0_omega0.01_mu0.02_seed5_optimalForest.sif	30	16	14	24
